id,type,species,year,district,street,street_location,X,Y
845,Gade- og allétræer,Robinie,2000,Brønshøj-Husum,Bystævnet,Siderabat,12.476383495309527,55.7133077821668
19806,Gade- og allétræer,Tjørn,2005,Østerbro,Gammel Kalkbrænderi Vej,Fortov,12.588630301729197,55.704370528273046
19808,Gade- og allétræer,Tjørn,2005,Østerbro,Gammel Kalkbrænderi Vej,Fortov,12.588560706870693,55.70443296977115
2407,Gade- og allétræer,Lind,2001,Vesterbro-Kongens Enghave,Bavnehøj Allé,Midterrabat,12.53750765231827,55.65853008296863
2408,Gade- og allétræer,Lind,2001,Vesterbro-Kongens Enghave,Bavnehøj Allé,Midterrabat,12.537507606620775,55.658611949063584
2409,Gade- og allétræer,Lind,2001,Vesterbro-Kongens Enghave,Bavnehøj Allé,Midterrabat,12.537652062744662,55.658529256741566
2410,Gade- og allétræer,Lind,2001,Vesterbro-Kongens Enghave,Bavnehøj Allé,Midterrabat,12.537652017298958,55.65861112193803
13233,Formede træer,Lind,2008,Indre By,Nyhavn,Torv og plads,12.58750050194317,55.68076324969095
19810,Gade- og allétræer,Tjørn,2005,Østerbro,Gammel Kalkbrænderi Vej,Fortov,12.588563568698945,55.70445687539277
2417,Gade- og allétræer,Lind,2001,Vesterbro-Kongens Enghave,Bavnehøj Allé,Midterrabat,12.538113343828972,55.65860840255021
2418,Gade- og allétræer,Lind,2001,Vesterbro-Kongens Enghave,Bavnehøj Allé,Midterrabat,12.538277234235053,55.658527990166355
2425,Gade- og allétræer,Eg,2001,Vesterbro-Kongens Enghave,Enghavevej,Siderabat,12.538619980240561,55.65765924886658
2419,Gade- og allétræer,Lind,2001,Vesterbro-Kongens Enghave,Bavnehøj Allé,Midterrabat,12.538277950654555,55.65861131653372
2420,Gade- og allétræer,Lind,2001,Vesterbro-Kongens Enghave,Bavnehøj Allé,Midterrabat,12.538438970423629,55.65852879883873
2421,Gade- og allétræer,Lind,2001,Vesterbro-Kongens Enghave,Bavnehøj Allé,Midterrabat,12.538435675984557,55.65860999509492
89496,Park- og naturtræer,Røn,2020,Amager Vest,,Ikke registreret,12.566249854412096,55.646780912990415
89497,Park- og naturtræer,Kirsebær/Blomme,2020,Amager Vest,,Ikke registreret,12.566271027612315,55.646821598412565
89501,Park- og naturtræer,Æble,2020,Amager Vest,,Ikke registreret,12.566357226458628,55.64696461251969
89502,Park- og naturtræer,Røn,2020,Amager Vest,,Ikke registreret,12.566376980015676,55.64700008453543
89503,Park- og naturtræer,Kirsebær/Blomme,2020,Amager Vest,,Ikke registreret,12.566396248981455,55.64703023038282
89504,Park- og naturtræer,Æble,2020,Amager Vest,,Ikke registreret,12.566410137462327,55.64706470327417
89505,Park- og naturtræer,Røn,2020,Amager Vest,,Ikke registreret,12.566422411357104,55.64709543243465
19953,Gade- og allétræer,Lind,2003,Indre By,Axeltorv,Fortov,12.563960383362483,55.6767783016099
